Cognome,Nome,Squadra,Posizione,Partite Giocate,Tiri Totali,Gol Totali,Tiri Sbagliati,Gol Azione,Gol Rigore,Percentuale Realizzazione,Assist,Falli Tecnici,Intercetti,Blocchi,Cartellino Giallo,2 Minuti,Cartellino Rosso,Cartellino Blu,Stagione,Categoria
Musche,Matthias,SCM,Ala Sinistra,7,35,21,14,21,0,0.6,3,0,2,0,0,2,0,0,20/21,A
Damm,Sebastian,BHC,Ala Sinistra,31,30,21,9,21,0,0.7,1,9,2,0,0,5,0,0,20/21,A
Faluvegi,Rudolf,TVB,Terzino Sinistro,16,39,21,18,21,0,0.5385,21,11,4,2,1,5,0,0,20/21,A
Wieling,Tim,TVB,Ala Destra,35,35,21,14,21,0,0.6,2,1,4,0,2,3,0,0,20/21,A
Gislason,Ymir Orn,RNL,Pivot,37,32,21,11,21,0,0.6563,11,9,11,17,20,27,1,0,20/21,A
Theuerkauf,Christoph,TBV,Pivot,8,24,20,4,18,2,0.8332999999999999,2,3,1,0,0,1,0,0,20/21,A
Rentschler,Marco,FAG,Ala Destra,18,29,20,9,20,0,0.69,4,2,2,0,1,1,0,0,20/21,A
Semper,Franz,SGF,Terzino Destro,8,33,20,13,20,0,0.6061,7,6,0,2,1,1,0,0,20/21,A
Kelm,Dominic,COB,Pivot,26,27,20,7,20,0,0.7406999999999999,2,4,0,0,1,3,0,0,20/21,A
Rothlisberger,Samuel,TVB,Pivot,38,30,20,10,20,0,0.6667000000000001,12,5,5,34,25,23,0,0,20/21,A
Weck,Alexander,BHC,Terzino Sinistro,16,46,20,26,19,1,0.4347999999999999,6,4,0,0,0,0,0,0,20/21,A
Strakeljahn,Simon,GWD,Centrale,37,48,20,28,20,0,0.4167,11,9,0,0,0,1,0,0,20/21,A
Zeitz,Christian,GWD,Terzino Destro,32,59,19,40,19,0,0.322,12,8,5,1,4,14,2,1,20/21,A
Wernig,Daniel,LUD,Ala Destra,9,31,19,12,5,14,0.61,0,0,1,0,1,2,0,0,20/21,A
Szucs,Csaba,BHC,Centrale,32,33,19,14,19,0,0.58,36,12,6,24,12,14,0,0,20/21,A
Krone,Jannes,HAN,Ala Destra,38,34,19,15,19,0,0.56,2,2,8,0,0,0,0,0,20/21,A
Moller,Lasse,SGF,Terzino Sinistro,5,26,19,7,19,0,0.73,9,3,2,0,0,0,0,0,20/21,A
Esche,Marc,LEI,Ala Sinistra,32,28,19,9,19,0,0.68,0,1,4,0,2,0,0,0,20/21,A
Ernst,Simon,BER,Centrale,38,29,17,12,17,0,0.59,15,5,1,2,2,3,0,0,20/21,A
Padshyvalau,Aliaksandr,GWD,Centrale,23,50,17,33,17,0,0.34,17,10,0,0,3,3,0,0,20/21,A
Heinzelmann,Tobias,HBW,Pivot,26,24,17,7,17,0,0.7082999999999999,3,5,4,2,3,6,0,0,20/21,A
Link,Nikolai,HCE,Terzino Sinistro,19,33,16,17,16,0,0.4847999999999999,13,3,2,12,4,17,1,0,20/21,A
Ellwanger,Jonas,TUE,Centrale,12,30,16,14,16,0,0.5333,12,4,0,4,2,2,0,0,20/21,A
Gojun,Jakov,BER,Terzino Sinistro,34,20,16,4,16,0,0.8,6,2,4,18,11,25,1,0,20/21,A
Durmaz,Tolga,TUE,Pivot,36,28,16,12,16,0,0.57,0,10,1,0,2,3,0,0,20/21,A
Voigt,Malte,THW,Ala Sinistra,25,23,15,8,15,0,0.65,1,1,0,0,0,2,0,0,20/21,A
Torbrugge,Nils,NOL,Pivot,28,22,15,7,15,0,0.68,9,7,3,9,13,21,2,0,20/21,A
Diebel,Niklas,HBW,Terzino Sinistro,24,32,15,17,15,0,0.4688,4,7,0,1,0,1,0,0,20/21,A
Freihofer,Tim,BER,Ala Sinistra,9,19,15,4,15,0,0.7895,0,0,1,0,0,1,0,0,20/21,A
Chrapkowski,Piotr,SCM,Terzino Sinistro,38,24,14,10,14,0,0.58,20,6,14,37,8,17,1,0,20/21,A
Knauer,Jakob,COB,Terzino Destro,6,23,14,9,14,0,0.61,3,6,0,0,2,1,0,0,20/21,A
Kirveliavicius,Romas,HBW,Terzino Sinistro,38,18,13,5,13,0,0.72,13,0,2,25,13,47,6,0,20/21,A
Feld,Alexander,WET,Centrale,22,20,12,8,12,0,0.6,6,4,1,0,0,4,0,0,20/21,A
Leenders,Toon,NOL,Pivot,38,18,11,7,9,2,0.61,1,4,0,4,1,8,0,0,20/21,A
Visser,Sander,NOL,Ala Destra,38,17,11,6,11,0,0.65,0,1,0,0,0,2,0,0,20/21,A
Laurenz Kluth,,TUE,Centrale,27,25,11,14,11,0,0.44,9,14,2,2,2,14,0,0,20/21,A
Meddeb,Yessine,LUD,Terzino Destro,38,24,11,13,11,0,0.46,7,10,0,0,1,2,0,0,20/21,A
Horak,Pavel,THW,Terzino Sinistro,36,16,10,6,10,0,0.63,4,2,4,18,4,11,0,0,20/21,A
Lemke,Finn,MTM,Terzino Sinistro,33,21,10,11,10,0,0.48,11,2,8,38,12,14,0,0,20/21,A
Zare,Levin,NOL,Ala Sinistra,30,15,10,5,9,1,0.67,0,0,0,0,0,1,0,0,20/21,A
Schikora,Paul,COB,Ala Destra,31,14,10,4,10,0,0.71,0,2,1,0,0,1,0,0,20/21,A
Seidel,Lasse,NOL,Ala Sinistra,9,12,9,3,8,1,0.75,2,0,1,0,1,2,0,0,20/21,A
Jonsson,Gunnar Steinn,FAG,Centrale,22,20,9,11,9,0,0.45,6,7,0,1,0,4,0,0,20/21,A
Reimann,Alexander,TBV,Ala Sinistra,28,15,8,7,7,1,0.53,0,2,1,0,0,1,0,0,20/21,A
Nippes,Kristian,BHC,Terzino Destro,12,13,7,6,7,0,0.54,5,3,0,1,1,3,0,0,20/21,A
Seidel,Malte,TUE,Terzino Sinistro,37,13,7,6,7,0,0.54,8,3,1,12,4,13,1,0,20/21,A
Baena Gonzalez,Rafael,RNL,Pivot,11,10,7,3,7,0,0.7,0,1,0,0,0,0,0,0,20/21,A
Kluge,Justus Max,SCM,Ala Sinistra,30,9,7,2,7,0,0.78,0,0,0,0,0,1,0,0,20/21,A
Holpert,Magnus,SGF,Centrale,33,17,7,10,6,1,0.4118,2,2,1,0,0,0,0,0,20/21,A
Ciudad Benitez,Leon,THW,Pivot,17,9,7,2,7,0,0.78,0,2,0,0,0,0,0,0,20/21,A
Grimm,Philipp,LUD,Ala Sinistra,10,9,6,3,3,3,0.6667000000000001,1,0,0,0,0,1,0,0,20/21,A
Janke,Maximilian,GWD,Centrale,26,6,6,0,6,0,1.0,3,2,3,21,6,10,1,0,20/21,A
Donker,Malte,HAN,Terzino Destro,36,9,6,3,6,0,0.6667000000000001,10,1,4,0,4,7,0,0,20/21,A
Roller,Lars,HBW,Pivot,8,7,6,1,6,0,0.8571,0,0,0,0,0,1,0,0,20/21,A
Ingenpass,Niklas,TUE,Pivot,16,8,6,2,6,0,0.75,1,0,0,0,0,1,0,0,20/21,A
Palicka,Andreas,RNL,Portiere,32,8,5,3,5,0,0.625,21,1,0,0,1,1,0,0,20/21,A
Meschke,Benjamin,HCE,Pivot,12,6,5,1,5,0,0.8332999999999999,1,0,0,2,0,4,0,0,20/21,A
Pregler,Ole,MTM,Centrale,33,13,5,8,5,0,0.3846,7,8,0,0,1,3,0,0,20/21,A
Johannesson,Peter,TBV,Portiere,38,5,4,1,4,0,0.8,19,0,0,0,1,1,0,0,20/21,A
Ravensbergen,Bart,NOL,Portiere,38,4,4,0,4,0,1.0,7,4,0,0,0,1,0,0,20/21,A
Bergner,Tom,BHC,Pivot,31,5,4,1,4,0,0.8,0,2,0,0,0,4,0,0,20/21,A
Juric,Petar,HAN,Centrale,13,5,4,1,4,0,0.8,0,1,0,1,1,1,0,0,20/21,A
Schalles,Maxim,TBV,Ala Destra,1,6,4,2,4,0,0.6667000000000001,0,0,0,0,0,0,0,0,20/21,A
Preller,Max,COB,Ala Sinistra,7,8,4,4,3,1,0.5,0,0,0,1,0,0,1,0,20/21,A
Nicolaus,Fynn-Luca,TVB,Terzino Sinistro,29,10,4,6,4,0,0.4,6,2,4,8,6,10,0,0,20/21,A
Keskic,Enes,BER,Ala Sinistra,7,4,4,0,4,0,1.0,0,0,0,0,0,0,0,0,20/21,A
Kranzmann,Florian,GWD,Ala Sinistra,2,5,4,1,4,0,0.8,0,0,0,0,0,0,0,0,20/21,A
Kompenhans,Paul,MTM,Centrale,1,4,4,0,4,0,1.0,0,1,0,0,0,0,0,0,20/21,A
Veigel,Kaspar,RNL,Ala Destra,17,8,4,4,4,0,0.5,0,1,0,0,1,3,0,0,20/21,A
Homscheid,Nils,TUE,Centrale,15,8,4,4,3,1,0.5,1,3,0,0,0,0,0,0,20/21,A
Semisch,Malte,GWD,Portiere,38,6,3,3,3,0,0.5,16,2,0,0,0,0,0,0,20/21,A
Nielsen,Jesper,RNL,Pivot,22,5,3,2,3,0,0.6,2,3,3,4,4,10,0,0,20/21,A
Klimpke,Till,WET,Portiere,34,3,3,0,3,0,1.0,16,0,0,0,0,0,0,0,20/21,A
Ebner,Domenico,HAN,Portiere,38,6,3,3,3,0,0.5,2,1,4,0,0,0,0,0,20/21,A
Pusica,Miljan,GWD,Terzino Sinistro,10,12,3,9,3,0,0.25,9,6,3,4,6,9,1,0,20/21,A
Asgeirsson,Elvar,TVB,Terzino Sinistro,17,3,3,0,3,0,1.0,3,1,1,3,6,6,0,0,20/21,A
Milosavljev,Dejan,BER,Portiere,37,5,3,2,3,0,0.6,9,2,0,0,1,0,0,0,20/21,A
Prakapenia,Anton,NOL,Terzino Sinistro,10,9,3,6,3,0,0.3333,2,3,0,0,3,3,0,0,20/21,A
Bauer,Stefan,HCE,Pivot,12,3,3,0,3,0,1.0,0,0,0,7,2,5,0,0,20/21,A
Calvert,Bevan,THW,Terzino Destro,7,4,3,1,3,0,0.75,0,0,0,0,1,0,0,0,20/21,A
Leun,Finn-Lukas,LEI,Terzino Destro,6,7,3,4,3,0,0.4286,3,2,1,0,1,0,0,0,20/21,A
Klimpke,Ole,WET,Terzino Sinistro,18,5,3,2,3,0,0.6,0,0,0,2,0,1,0,0,20/21,A
Thomas,Julian,BHC,Ala Destra,9,4,3,1,3,0,0.75,0,0,0,0,0,1,0,0,20/21,A
Mrkva,Tomas,BHC,Portiere,36,3,2,1,2,0,0.6667000000000001,3,0,0,0,0,0,0,0,20/21,A
Foth,Christoph,HBW,Pivot,3,2,2,0,2,0,1.0,0,0,0,0,0,2,0,0,20/21,A
Rudeck,Christopher,BHC,Portiere,38,2,2,0,2,0,1.0,5,0,0,0,0,0,0,0,20/21,A
Roscheck,Bastian,LEI,Pivot,30,5,2,3,2,0,0.4,3,1,4,3,7,13,0,0,20/21,A
Poltrum,Konstantin,COB,Portiere,36,3,2,1,2,0,0.6667000000000001,11,1,0,0,0,0,0,0,20/21,A
Johannsson,Ragnar,BHC,Terzino Destro,10,4,2,2,2,0,0.5,0,1,0,0,0,0,0,0,20/21,A
Kastelic,Urh,FAG,Portiere,37,5,2,3,2,0,0.4,6,0,1,0,0,1,0,0,20/21,A
Diedrich,Lukas,TUE,Portiere,31,5,2,3,2,0,0.4,5,0,0,0,0,0,0,0,20/21,A
Ehlers,Matteo,HAN,Centrale,8,3,2,1,2,0,0.6667000000000001,0,0,0,0,0,0,0,0,20/21,A
Bialowas,Yannik,HCE,Ala Sinistra,8,3,2,1,2,0,0.6667000000000001,1,2,0,0,0,1,0,0,20/21,A
Mustafic,Dino,COB,Centrale,18,2,2,0,2,0,1.0,0,1,0,0,0,1,0,0,20/21,A
Neudeck,Oskar,FAG,Terzino Sinistro,31,9,2,7,2,0,0.2221999999999999,2,4,0,0,0,0,0,0,20/21,A
Dettenthaler,Felix,COB,Ala Sinistra,11,3,2,1,2,0,0.6667000000000001,0,1,0,0,0,0,0,0,20/21,A
Beekmann,Ben,MTM,Ala Sinistra,9,2,2,0,2,0,1.0,0,0,0,0,0,0,0,0,20/21,A
Leun,Jakob-Jannis,LEI,Terzino Destro,3,5,2,3,2,0,0.4,0,1,0,0,0,0,0,0,20/21,A
Huber,Elias,HBW,Centrale,4,2,2,0,2,0,1.0,0,1,0,0,0,0,0,0,20/21,A
Schmitz,Tobias,BHC,Ala Sinistra,2,2,2,0,2,0,1.0,0,0,0,0,0,0,0,0,20/21,A
Zacharias,Lion,RNL,Ala Sinistra,3,2,2,0,2,0,1.0,0,0,0,0,0,0,0,0,20/21,A
Ziemer,Martin,HCE,Portiere,38,2,1,1,1,0,0.5,15,4,2,0,0,1,0,0,20/21,A
Quenstedt,Dario,THW,Portiere,37,1,1,0,1,0,1.0,4,0,0,1,0,0,0,0,20/21,A
Heinl,Jacob,SGF,Pivot,11,1,1,0,1,0,1.0,0,1,1,3,1,4,0,0,20/21,A
Lex,Stefan,HCE,Terzino Destro,7,6,1,5,1,0,0.1667,0,1,0,1,0,0,0,0,20/21,A
Fontaine,Daniel,BHC,Terzino Sinistro,12,6,1,5,1,0,0.1667,3,2,2,0,0,1,0,0,20/21,A
Buhrmester,Bjorn,NOL,Portiere,38,2,1,1,1,0,0.5,2,0,0,0,0,0,0,0,20/21,A
Genz,Fredrik,BER,Portiere,38,1,1,0,1,0,1.0,1,0,0,0,0,0,0,0,20/21,A
Zecher,Finn,TBV,Portiere,19,2,1,1,1,0,0.5,0,0,0,0,0,0,0,0,20/21,A
Lesjak,Urban,HAN,Portiere,37,4,1,3,1,0,0.25,3,1,2,0,0,0,0,0,20/21,A
Geis,Linus,TBV,Terzino Sinistro,31,5,1,4,1,0,0.2,1,0,1,1,0,1,0,0,20/21,A
Ruminsky,Mario,HBW,Portiere,38,1,1,0,1,0,1.0,3,0,0,0,0,0,0,0,20/21,A
Damm,Benedikt,LUD,Pivot,5,2,1,1,1,0,0.5,0,1,0,0,0,0,0,0,20/21,A
Heinis,Robin,BER,Terzino Destro,5,1,1,0,0,1,1.0,0,0,0,0,0,0,0,0,20/21,A
Spath,David,RNL,Portiere,26,1,1,0,1,0,1.0,3,1,0,0,0,0,0,0,20/21,A
Reitemann,Michel,TBV,Pivot,2,1,1,0,1,0,1.0,0,0,0,0,0,0,0,0,20/21,A
Fischer,Justus,HAN,Pivot,14,1,1,0,1,0,1.0,0,0,1,0,0,3,1,0,20/21,A
Heitkamp,Niclas,LEI,Terzino Sinistro,7,1,1,0,1,0,1.0,0,0,0,0,0,0,0,0,20/21,A
Holzhacker,Paul,GWD,Ala Destra,6,1,1,0,0,1,1.0,0,0,0,0,0,0,0,0,20/21,A
Fuchs,Julian,MTM,Ala Destra,5,2,1,1,0,1,0.5,0,0,0,0,0,0,0,0,20/21,A
Gansau,Elias,LEI,Terzino Sinistro,13,5,1,4,1,0,0.2,0,1,0,0,0,0,0,0,20/21,A
Heinevetter,Silvio,MTM,Portiere,38,0,0,0,0,0,0.0,10,0,2,0,1,1,0,0,20/21,A
Bult,Mark,SGF,Terzino Destro,2,0,0,0,0,0,0.0,0,0,0,0,3,0,0,0,20/21,A
Muller,Philipp,LEI,Terzino Sinistro,8,0,0,0,0,0,0.0,0,0,0,0,0,1,0,0,20/21,A
Bitter,Johannes,TVB,Portiere,24,0,0,0,0,0,0.0,9,4,0,0,0,0,0,0,20/21,A
Fritz,Henning,SGF,Portiere,8,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,20/21,A
Lichtlein,Carsten,GWD,Portiere,38,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,20/21,A
Katsigiannis,Nikolas,RNL,Portiere,30,0,0,0,0,0,0.0,4,2,0,0,0,0,0,0,20/21,A
Putera,Milos,LEI,Portiere,7,0,0,0,0,0,0.0,0,0,0,0,1,0,0,0,20/21,A
Andersson,Mattias,THW,Portiere,8,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,20/21,A
Bozic,Vladimir,HBW,Portiere,21,0,0,0,0,0,0.0,0,0,0,0,1,0,0,0,20/21,A
Ritschel,Matthias,HCE,Portiere,2,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,20/21,A
Kulhanek,Jan,COB,Portiere,37,0,0,0,0,0,0.0,5,2,0,0,0,0,0,0,20/21,A
Bliss,Sebastian,TUE,Portiere,38,0,0,0,0,0,0.0,11,6,0,0,0,0,0,0,20/21,A
Rebmann,Daniel,FAG,Portiere,38,0,0,0,0,0,0.0,9,0,0,0,0,0,0,0,20/21,A
Appelgren,Mikael,RNL,Portiere,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,20/21,A
Landin,Niklas,THW,Portiere,31,0,0,0,0,0,0.0,2,0,0,0,0,0,0,0,20/21,A
Prost,Primoz,TVB,Portiere,38,0,0,0,0,0,0.0,11,1,0,0,0,0,0,0,20/21,A
Green,Jannick,SCM,Portiere,35,0,0,0,0,0,0.0,4,2,0,0,0,0,0,0,20/21,A
Skof,Gorazd,LUD,Portiere,38,0,0,0,0,0,0.0,6,2,1,0,0,0,0,0,20/21,A
Hofmann,Jannik,LUD,Ala Sinistra,5,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,20/21,A
Honicke,Jonas,LEI,Centrale,2,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,20/21,A
Simic,Nebojsa,MTM,Portiere,38,0,0,0,0,0,0.0,13,4,0,0,0,0,0,0,20/21,A
Thulin,Tobias,SCM,Portiere,38,0,0,0,0,0,0.0,3,0,0,0,0,0,0,0,20/21,A
Birlehm,Joel,LEI,Portiere,38,0,0,0,0,0,0.0,13,2,0,0,0,0,0,0,20/21,A
Apfel,Fabian,COB,Portiere,11,0,0,0,0,0,0.0,1,0,0,0,0,0,0,0,20/21,A
Van den Beucken,Mark,TBV,Portiere,21,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,20/21,A
Buric,Benjamin,SGF,Portiere,28,0,0,0,0,0,0.0,6,0,0,0,0,0,0,0,20/21,A
Bilyk,Nikola,THW,Terzino Sinistro,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,20/21,A
Wolf,Christopher,TUE,Terzino Sinistro,8,0,0,0,0,0,0.0,0,0,0,0,0,1,0,0,20/21,A
Fuchs,Arne,TUE,Portiere,13,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,20/21,A
Lehmann,Nick,TVB,Portiere,8,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,20/21,A
Lemke,Jari,TBV,Terzino Sinistro,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,20/21,A
Boieck,Janis,HCE,Portiere,16,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,20/21,A
Abutovic,Ilija,RNL,Terzino Sinistro,27,0,0,0,0,0,0.0,3,0,4,2,3,7,1,0,20/21,A
Ferlin,Klemen,HCE,Portiere,22,0,0,0,0,0,0.0,11,5,1,0,0,0,0,0,20/21,A
Ivanisevic,Tibor,WET,Portiere,38,0,0,0,0,0,0.0,6,1,0,0,0,0,0,0,20/21,A
Tomovski,Martin,LUD,Portiere,37,0,0,0,0,0,0.0,3,3,0,0,0,0,0,0,20/21,A
Trost,Sebastian,RNL,Centrale,3,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,20/21,A
Sittrup Bergerud,Torbjorn,SGF,Portiere,38,0,0,0,0,0,0.0,9,0,0,0,0,0,0,0,20/21,A
Saeveraas,Kristian,LEI,Portiere,34,0,0,0,0,0,0.0,2,0,0,0,0,1,0,0,20/21,A
Simonsen,Christian Ole,LEI,Portiere,4,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,20/21,A
Rica-Kovac,Sebastian,TVB,Portiere,4,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,20/21,A
Bitzer,Jan,HBW,Centrale,3,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,20/21,A
Hoblaj,Leon,LUD,Portiere,15,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,20/21,A
Weber,Ian,WET,Centrale,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,20/21,A
Erifopoulos,Christos,FAG,Centrale,3,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,20/21,A
Brand,Tim,GWD,Centrale,10,0,0,0,0,0,0.0,0,1,0,0,0,0,0,0,20/21,A
Szeles,Akos,LEI,Terzino Destro,7,0,0,0,0,0,0.0,1,0,0,0,0,0,0,0,20/21,A
Foege,Luis Plymford,TVB,Terzino Destro,4,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,20/21,A
Dreyer,Paul,COB,Portiere,9,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,20/21,A
Neumann,Nicolas,LEI,Ala Sinistra,9,0,0,0,0,0,0.0,0,0,0,0,0,2,0,0,20/21,A
Wernlein,Felix,HAN,Portiere,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,20/21,A
Grabenstein,Leon,GWD,Portiere,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,20/21,A
Klama,Joonas,BHC,Portiere,2,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,20/21,A
Hummel,Finn,TVB,Portiere,2,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,20/21,A
Molz,Jonas,GWD,Terzino Sinistro,2,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,20/21,A
Jensen,Mike,HBW,Portiere,38,0,0,0,0,0,0.0,5,4,0,1,0,0,0,0,20/21,A
Suljakovic,Anadin,WET,Portiere,12,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,20/21,A
Lichtlein,Nils,BER,Centrale,5,0,0,0,0,0,0.0,0,3,0,0,0,0,0,0,20/21,A
Ludwig,Lasse,BER,Portiere,2,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,20/21,A
Patzwaldt,Janik,SCM,Portiere,2,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,20/21,A
Leppich,Jonas,BHC,Pivot,2,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,20/21,A
Muhlenstadt,Timon,TBV,Portiere,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,20/21,A
Orlov,Maxim,BER,Centrale,3,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,20/21,A
Kuntscher,David,MTM,Terzino Destro,4,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,20/21,A
Kirschberger,Leon,SGF,Ala Destra,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,20/21,A
Nowak,Marcel,BER,Ala Destra,5,0,0,0,0,0,0.0,0,0,0,0,0,1,0,0,20/21,A
Schmidt,Jesper,THW,Ala Sinistra,2,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,20/21,A
Wager,Philipp Maximilian,THW,Terzino Sinistro,8,0,0,0,0,0,0.0,1,0,0,0,0,1,0,0,20/21,A
Saggau,Philip Hartwig,THW,Portiere,4,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,20/21,A
Blaauw,Niko,TBV,Centrale,9,0,0,0,0,0,0.0,0,1,0,0,0,0,0,0,20/21,A
Sajenev,Mika Laurin,LEI,Pivot,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,20/21,A
Hejny,Maximilian,FAG,Terzino Destro,4,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,20/21,A
Gorpishin,Sergey,LUD,Pivot,3,0,0,0,0,0,0.0,0,0,0,2,0,0,0,0,20/21,A
Demerza,Alexej,GWD,Terzino Sinistro,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,20/21,A
Oetjen,Thore,TBV,Pivot,3,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,20/21,A
Kassing,Jakob,COB,Terzino Sinistro,7,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,20/21,A
Scheiner,Joshua,TVB,Portiere,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,20/21,A
Ayar,Koray,HAN,Pivot,2,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,20/21,A
Hollstein,Maximilian,TBV,Ala Sinistra,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,20/21,A
Herz,Christian,TBV,Terzino Sinistro,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,20/21,A
Buchele,Julian,FAG,Portiere,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,20/21,A
Reidegeld,Jona,TUE,Ala Destra,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,20/21,A
Behrendt,Niclas,SCM,Portiere,5,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,20/21,A
Backhaus,Theodor Felix,SGF,Portiere,7,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,20/21,A
Hopfmann,Luca,LEI,Terzino Destro,5,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,20/21,A
Grupe,Mats,RNL,Portiere,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,20/21,A
Hansen,Hark,TBV,Terzino Destro,2,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,20/21,A
Lindberg,Hans,BER,Ala Destra,34,288,242,46,118,124,0.8403,9,9,13,0,0,4,0,0,21/22,A
Magnusson,Omar Ingi,SCM,Terzino Destro,33,339,237,102,124,113,0.6990999999999999,124,55,12,2,3,10,0,0,21/22,A
Elisson,Bjarki Mar,TBV,Ala Sinistra,34,319,234,85,155,79,0.7334999999999999,2,18,12,2,2,1,1,0,21/22,A
Mortensen,Casper,HSV,Ala Sinistra,34,288,206,82,113,93,0.7153,9,18,13,0,0,5,0,0,21/22,A
Ekberg,Niclas,THW,Ala Destra,34,245,189,56,90,99,0.7714,11,6,14,1,0,3,0,0,21/22,A
Schiller,Marcel,FAG,Ala Sinistra,32,259,186,73,95,91,0.7181000000000001,16,12,11,0,0,4,0,0,21/22,A
Lipovina,Vladan,HBW,Terzino Destro,34,345,177,168,115,62,0.513,67,48,1,3,2,11,0,0,21/22,A
Jeppsson,Simon,HCE,Terzino Sinistro,33,302,176,126,154,22,0.5828,137,61,4,4,4,5,0,0,21/22,A
Skroblien,Tom,NLB,Ala Sinistra,33,251,172,79,121,51,0.6853,12,16,11,0,1,6,0,0,21/22,A
Hansen,Johan,HAN,Ala Destra,33,250,162,88,107,55,0.648,7,8,9,0,1,2,0,0,21/22,A
Urban,Tomas,GWD,Ala Destra,34,247,160,87,103,57,0.6478,16,24,8,1,2,13,0,0,21/22,A
Schmid,Andy,RNL,Centrale,34,286,159,127,107,52,0.5559000000000001,73,38,5,0,0,3,0,0,21/22,A
Wanne,Hampus,SGF,Ala Sinistra,27,204,158,46,85,73,0.7745000000000001,7,9,7,0,0,3,0,0,21/22,A
Kuhn,Julius,MTM,Terzino Sinistro,34,298,157,141,156,1,0.5268,51,44,15,8,7,9,2,0,21/22,A
Rubin,Lenny,WET,Terzino Sinistro,33,294,154,140,154,0,0.5238,43,33,17,7,8,13,0,0,21/22,A
Darmoul,Mohamed Amine,GWD,Centrale,33,228,150,78,135,15,0.6579,47,57,7,3,0,3,0,0,21/22,A
Martinovic,Ivan,HAN,Terzino Destro,30,245,143,102,139,4,0.5837,69,27,6,0,1,5,0,0,21/22,A
Hafner,Kai,MTM,Terzino Destro,32,252,139,113,139,0,0.5516,105,42,3,1,4,7,0,0,21/22,A
Steinert,Christoph,HCE,Terzino Destro,27,221,137,84,67,70,0.6199,29,29,3,2,4,13,1,0,21/22,A
Weller,Niklas,HSV,Pivot,32,184,137,47,117,20,0.7445999999999999,8,33,3,5,3,17,0,0,21/22,A
Holm,Jacob,BER,Centrale,33,217,134,83,134,0,0.6175,74,28,3,1,1,3,0,0,21/22,A
Lonn,Adam,TVB,Terzino Sinistro,31,239,131,108,128,3,0.5481,61,33,6,5,1,16,0,0,21/22,A
Carlsbogard,Jonathan,TBV,Terzino Sinistro,33,249,128,121,128,0,0.5141,121,46,8,16,3,9,0,0,21/22,A
